generation,ge,gi,sparsity,thalamic_ex,thalamic_in,ex_firing_error_norm,inhib_firing_error_norm,psd_peak_error_norm
1,0.8466528979451513,1.6554051876408835,0.527359309095329,5.495936876730595,0.27559113243068367,4.253377896841646,3.7802931793933277,0.471478171984425
1,1.1730366536510628,1.6793692072178847,0.7811788882498965,3.650072635085589,4.483963093444842,0.6605768503965183,3.505378492135904,1.7907866055279704
1,0.8936259034689038,0.743709139740212,0.5816592045098796,1.2762068649606961,2.2250686594627247,0.9999999995,0.2893104228154126,3.7051034622689762
2,0.8466528979451513,1.6554051876408835,0.527359309095329,5.495936876730595,0.27559113243068367,4.253377896841646,3.7802931793933277,0.471478171984425
2,0.906995778961303,0.2680833944943295,0.5224903891577034,2.034552406761496,2.6231334044184953,0.9993232771969776,1.0027618106980682,4.935897419148701
2,1.1730366536510628,1.6793692072178847,0.7811788882498965,3.650072635085589,4.483963093444842,0.6605768503965183,3.505378492135904,1.7907866055279704
2,0.8936259034689038,0.743709139740212,0.5816592045098796,1.2762068649606961,2.2250686594627247,0.9999999995,0.2893104228154126,3.7051034622689762
2,0.8936259034689038,0.743709139740212,0.8400260926887019,1.585418028610931,2.2250686594627247,0.9999999995,0.23831138800221238,4.255540506125587
3,0.8466528979451513,1.6554051876408835,0.527359309095329,5.495936876730595,0.27559113243068367,4.253377896841646,3.7802931793933277,0.471478171984425
3,0.8936259034689038,0.743709139740212,0.8400260926887019,1.585418028610931,2.2250686594627247,0.9999999995,0.23831138800221238,4.255540506125587
3,0.1585738732369777,1.5857852597064068,0.3945910736053462,3.640563347213513,2.784297924442292,0.339206718391021,1.050754936412822,3.645802380748074
3,1.2840329073230723,1.7134799448808598,0.6713301691990861,2.132566980241501,3.078432060571091,0.9995834902341822,1.17194360851673,2.0062818013693042
3,0.16310523472702543,1.7086075551993456,0.7651686057641794,4.235588251321802,4.383888151014231,0.14878112630832077,3.0751393076374365,1.3478686879393447
3,1.1439690155268005,1.7332422928449938,0.7973012154882892,3.1240679270855485,4.483963093444842,0.9524068755079396,3.081139174120222,0.6027713773221155
4,1.2840329073230723,1.7134799448808598,0.6713301691990861,2.132566980241501,3.078432060571091,0.9995834902341822,1.17194360851673,2.0062818013693042
