generation,ge,gi,sparsity,thalamic_ex,thalamic_in,ex_firing_error_norm,inhib_firing_error_norm,psd_peak_error_norm
1,0.8466528979451513,1.6554051876408835,0.527359309095329,5.495936876730595,0.27559113243068367,0.05399637694674719,3.7802931793933277,0.471478171984425
1,1.1730366536510628,1.6793692072178847,0.7811788882498965,3.650072635085589,4.483963093444842,0.9320074056509698,3.505378492135904,1.7907866055279704
1,0.8936259034689038,0.743709139740212,0.5816592045098796,1.2762068649606961,2.2250686594627247,0.9999999999,0.2893104228154126,3.7051034622689762
2,1.1730366536510628,1.6793692072178847,0.7811788882498965,3.650072635085589,4.483963093444842,0.9320074056509698,3.505378492135904,1.7907866055279704
2,0.8936259034689038,0.743709139740212,0.5816592045098796,1.2762068649606961,2.2250686594627247,0.9999999999,0.2893104228154126,3.7051034622689762
2,1.038101092608796,0.21946932801339347,0.33432422608329904,2.838064889441311,3.1187626088086122,0.980741125747314,2.0475310643185085,4.302044087709124
2,0.6070178531990214,1.998051764647875,0.4097174369519916,8.49044521859272,2.644835568578409,0.8148804541094294,4.423606181284493,0.09725396307068933
2,0.8936259034689038,0.743709139740212,0.8643352260954678,1.585418028610931,2.2250686594627247,0.9999999999,0.2269561951827361,4.131515056971703
2,0.002008256949723286,1.3421253246293043,0.9362069341997991,8.40389437894737,0.2167272699301135,0.571310318546716,0.9999999995,4.548209354515894
3,0.8466528979451513,1.6554051876408835,0.527359309095329,5.495936876730595,0.27559113243068367,0.05399637694674719,3.7802931793933277,0.471478171984425
3,0.147323433848145,1.659059533680393,0.9189200273963867,3.682665105068199,3.1673816655696427,0.9042112006297494,1.177804442980431,1.9999999999600002
3,0.1254358451415365,1.6509756267871116,0.33160581317928106,3.7514699649664185,2.3537763013089847,0.8259771743255266,0.4860977426286908,4.426704003268065
3,1.2446133283586003,1.6293717736966782,0.29151622609729666,5.579258917681617,0.27559113243068367,0.053318672702969847,2.3480265139286165,0.6586286257439128
3,0.4501966177902159,1.6554051876408835,0.32896411432428185,5.359915486509509,0.3570412769518143,0.23001194132801325,0.8470786958664414,2.9401672287452545
4,0.4501966177902159,1.6554051876408835,0.32896411432428185,5.359915486509509,0.3570412769518143,0.23001194132801325,0.8470786958664414,2.9401672287452545
4,0.010005645880143021,1.8887631891462986,0.6320089640771753,8.404113819130535,4.72072696436077,0.40651260939182887,3.6844631721097527,0.5943133292457818
4,0.15044483498437736,1.6212864334404244,0.8652041465335071,7.675756803642825,0.0031579816775249014,0.46076357059927553,0.676648257313562,0.5073213971337155
4,0.8936259034689038,0.7926300778072818,0.5816592045098796,1.2716238529714756,1.9432190180352285,0.9999999999,0.12092309878063387,2.89889346699688
4,0.16310523472702543,1.7104201747140366,0.8890267969421348,8.765370964165806,3.0619974432883525,0.7272334009728791,2.495550987929431,0.20196946963596998
4,0.14407865709959705,1.3788782213756443,0.9118379373075545,7.7477508068248016,0.15075740491544898,0.4851035095647087,0.6367755275693182,2.2764372748791875
4,1.2177153907878315,1.6226568847133604,0.28492578435000304,5.495936876730595,0.2345975350683538,0.01927515435597152,1.9603881607856504,0.7072835357761342
5,0.8466528979451513,1.6554051876408835,0.527359309095329,5.495936876730595,0.27559113243068367,0.05399637694674719,3.7802931793933277,0.471478171984425
5,1.2446133283586003,1.6293717736966782,0.29151622609729666,5.579258917681617,0.27559113243068367,0.053318672702969847,2.3480265139286165,0.6586286257439128
5,0.4501966177902159,1.6554051876408835,0.32896411432428185,5.359915486509509,0.3570412769518143,0.23001194132801325,0.8470786958664414,2.9401672287452545
5,0.15044483498437736,1.6212864334404244,0.8652041465335071,7.675756803642825,0.0031579816775249014,0.46076357059927553,0.676648257313562,0.5073213971337155
5,0.16310523472702543,1.7104201747140366,0.8890267969421348,8.765370964165806,3.0619974432883525,0.7272334009728791,2.495550987929431,0.20196946963596998
5,1.2177153907878315,1.6226568847133604,0.28492578435000304,5.495936876730595,0.2345975350683538,0.01927515435597152,1.9603881607856504,0.7072835357761342
5,0.8278150672101835,1.6226568847133604,0.3455860675126199,4.948039662986403,0.27559113243068367,0.25361318019658946,0.12014531126472823,0.566127194177404
6,0.8466528979451513,1.6554051876408835,0.527359309095329,5.495936876730595,0.27559113243068367,0.05399637694674719,3.7802931793933277,0.471478171984425
6,1.2446133283586003,1.6293717736966782,0.29151622609729666,5.579258917681617,0.27559113243068367,0.053318672702969847,2.3480265139286165,0.6586286257439128
6,0.15044483498437736,1.6212864334404244,0.8652041465335071,7.675756803642825,0.0031579816775249014,0.46076357059927553,0.676648257313562,0.5073213971337155
6,0.16310523472702543,1.7104201747140366,0.8890267969421348,8.765370964165806,3.0619974432883525,0.7272334009728791,2.495550987929431,0.20196946963596998
6,0.8278150672101835,1.6226568847133604,0.3455860675126199,4.948039662986403,0.27559113243068367,0.25361318019658946,0.12014531126472823,0.566127194177404
6,1.2802039608109648,1.6226568847133604,0.28492578435000304,5.495936876730595,0.1271733900951304,0.026629877778224408,2.4899710285396317,0.7004165427184812
6,0.1504224809489592,1.6279747690083857,0.8652041465335071,7.839626198428602,0.004718592836865737,0.5160022782737761,0.630479108180831,0.5067461560351445
6,0.4501966177902159,1.7143729269434007,0.35541273981188365,5.547897024577216,0.3208619332097111,0.16497598367601596,0.7673047046825076,3.4561418758767513
7,0.16310523472702543,1.7104201747140366,0.8890267969421348,8.765370964165806,3.0619974432883525,0.7272334009728791,2.495550987929431,0.20196946963596998
7,1.2177153907878315,1.6226568847133604,0.28492578435000304,5.495936876730595,0.2345975350683538,0.01927515435597152,1.9603881607856504,0.7072835357761342
7,0.8278150672101835,1.6226568847133604,0.3455860675126199,4.948039662986403,0.27559113243068367,0.25361318019658946,0.12014531126472823,0.566127194177404
7,1.2446133283586003,1.6775171424323447,0.29151622609729666,5.712649128133199,0.27559113243068367,0.09613305428288364,2.6041162065424257,0.596971523597018
7,0.4501966177902159,1.7143729269434007,0.35541273981188365,5.547897024577216,0.3208619332097111,0.16497598367601596,0.7673047046825076,3.4561418758767513
7,0.8278150672101835,1.6264929988383277,0.33445101178599046,5.058779279799582,0.21875059154308696,0.22140360352591051,0.1282062749708316,2.3679192694098306
7,1.2802039608109648,1.5734219664544062,0.24907702620164274,5.958403998211425,0.3297913314706569,0.1331284477119949,1.9701882963822748,0.5765197307869914
7,1.2263773567877978,1.6233917867730034,0.29151622609729666,5.5583209427306945,0.27559113243068367,0.03994985870586155,2.2328951965006882,0.6548218587138911
7,0.4501966177902159,1.8582246688350381,0.3284082433036214,5.714322112684806,0.27303237447670203,0.12509567300959842,0.8090403100611162,3.95751395020159
7,0.15026457388444922,1.6591381160465406,0.8655723014768335,7.839626198428602,4.251903427951122,0.29181244029083125,3.6236832180799023,0.5126727351077098
7,0.4105946118761532,1.675411789099766,0.6677722409812736,7.173280608560239,0.0031579816775249014,0.4163995758116903,2.36668376672729,0.33856314033783275
7,0.8466528979451513,1.9935649894545275,0.5290028368716282,5.664349578400381,0.3434526140509462,0.08660844147031202,3.7923496675864534,0.4108933357047544
8,0.6070178531990214,1.998051764647875,0.4097174369519916,8.49044521859272,2.644835568578409,0.8148804541094294,4.423606181284493,0.09725396307068933
