generation,n_evals,ex_error,inhib_error,psd_peak_error,ge,gi,sparsity,thalamic_ex,thalamic_in,flops,psd_peak_freq,ex_error_raw,inhib_error_raw,psd_peak_error_raw_isum,rmse_ex_n,rmse_in_n,rmse_psd_n,rmse_l2,rmse_mean,rmse_max,rmse_l2_smooth
12,540,0.9988542996402595,0.10229145446323032,2.281775624331135,0.04103723551356481,1.6264829148610866,0.9160706945779505,2.400525987868382,2.2307913167451874,27470000,55.0,0.47697147751682534,4.131945226423829,27.336635979334886,0.04769714774691282,2.065972612178928,0.5467327195757631,2.1376235680847375,0.8868008265005346,2.065972612178928,2.0908106217799975
13,585,0.8641639246043678,0.1602996054766533,0.3681032463787572,0.16310523472702543,1.5876383094013946,0.8890267969421348,8.765370964165806,0.29552069176780416,42880000,31.25,0.6540669294323657,0.6277937559421883,27.24311839712921,0.06540669293669589,0.3138968778141457,0.544862367931687,0.6322058884339096,0.30805531289417615,0.544862367931687,1.9759417425853816
14,630,0.8641639246043678,0.1602996054766533,0.3681032463787572,0.16310523472702543,1.5876383094013946,0.8890267969421348,8.765370964165806,0.29552069176780416,42880000,31.25,4.639923523020522,0.496540112511903,22.12417606752095,0.46399235225565294,0.24827005613181646,0.4424835213415693,0.6875453369649628,0.3849153099096796,0.46399235225565294,1.152458264494537
15,675,0.01929498767568168,0.5375260407670799,0.5129164974172795,0.829038265259144,1.7117007391179437,0.3284082433036214,5.7108142460880265,0.27332359011837104,36030000,25.0,3.7240511716283184,3.871687764507016,10.383279828647593,0.3724051171255913,1.935843881285586,0.20766559656879857,1.9822467313557217,0.8386381983266586,1.935843881285586,1.1006659855848648
16,720,0.012451468285667854,1.3134879707543636,0.471433982643498,0.9408906183520562,1.6629885414960996,0.34486785527853675,5.612628961604301,0.35983280137432405,36669000,27.5,0.49934250389679097,4.817856867079663,12.289901003127188,0.04993425038468567,2.408928432335367,0.24579802005762783,2.421950926038647,0.9015535675925602,2.408928432335367,1.6972476647864443
17,765,0.2280713514028944,0.12523675489241334,1.3939751312663151,0.8095951781805275,1.6213040420626565,0.33445101178599046,5.058779279799582,0.21875059154308696,33969000,22.5,2.5771813298196213,6.070278515027132,18.283075051351,0.25771813295619034,3.0351392559959964,0.36566150101970674,3.0679304543405705,1.2195062966572978,3.0351392559959964,2.4907093705783137
18,810,0.018535403903016365,0.5075574677568233,0.46538514514826324,0.8233189009692263,1.7309862495938866,0.33295291112089703,5.714322112684806,0.2292959016940499,36022000,18.75,1.1513209974036347,1.2671161483200084,26.518468407256606,0.11513209972885026,0.6335580738432252,0.5303693681345247,0.834231922174719,0.42635318056886673,0.6335580738432252,2.1080377675179793
19,855,0.1971469228060994,3.360400229474069,0.12649110640420536,0.3346980423659753,1.6598471034842637,0.9496618422839594,6.97207359667526,3.0942565522583747,38637000,61.25,5.66675825217043,8.529665756444778,5.898446123062129,0.5666758251603754,4.264832876089972,0.11796892245888321,4.303932808312087,1.6498258745697436,4.264832876089972,2.735365061609126
20,900,0.4572775653452455,1.9798113523444636,0.03872983346129957,0.2398012501854759,1.8581711987108238,0.9384279904623495,7.75737860836623,2.1677569233241,40364000,48.75,6.9473159488560166,0.6450997177439575,8.967534034876403,0.6947315948161285,0.3225498587107038,0.17935068069394106,0.7866746893446085,0.3988773780735911,0.6947315948161285,1.9749464732771385
21,945,0.2280713514028944,0.12523675489241334,1.3939751312663151,0.8095951781805275,1.6213040420626565,0.33445101178599046,5.058779279799582,0.21875059154308696,33969000,22.5,4.911850389751513,9.70930221381365,12.268693220279548,0.4911850389260328,4.854651104479499,0.2453738644006835,4.8856021555198,1.8637366692687385,4.854651104479499,3.325403217725499
22,990,0.9516217764178883,0.09266384695813185,1.963712470427486,0.08017680468466934,1.6541279428420341,0.9072042602144887,9.263474449705804,1.4848565225001156,43445000,228.75,12.90747386877762,2.3135628188287147,2.9755951785595207,1.2907473867486872,1.1567814088359667,0.05951190357000018,1.7342761345568976,0.8356802330515514,1.2907473867486872,2.468850993140436
23,1035,0.2280713514028944,0.12523675489241334,1.3939751312663151,0.8095951781805275,1.6213040420626565,0.33445101178599046,5.058779279799582,0.21875059154308696,33969000,22.5,4.148034408382482,3.282059027246971,3.5648749393679062,0.4148034407967678,1.6410295128029708,0.07129749878593218,1.6941437630025156,0.7090434841285568,1.6410295128029708,2.7713406843597377
24,1080,0.03716230325986212,0.1383990493314376,1.8886282499539158,0.7833719006074034,1.7354125505196982,0.2972832969800546,5.761896238912381,0.27308461855192206,35568000,21.25,1.040911184371654,4.2166201413770565,7.637626158259733,0.1040911184267563,2.1083100696343733,0.15275252316213964,2.116397799089157,0.7883845704077564,2.1083100696343733,1.8482725655495236
25,1125,0.937445240494506,0.1917334574695775,0.11636866702908048,0.08017680468466934,1.8553286303577807,0.9073465885541223,9.263474449705804,1.7144666044628023,43443000,53.75,4.089311465481536,1.5197913096869582,3.777675652214379,0.40893114650726053,0.7598956544635312,0.07555351304277651,0.8662415492167332,0.4147934380045228,0.7598956544635312,1.5589277037694689
